Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
265,Slytherin,Aurelia,Root,1997-07-21,Left,58516.0,-444.7821646726243,-3.950041179028336,4.447821646726244,-6.301,-440.3554039612639,394.6437711129717,2.075027372708976,1058.4968633282458,7.527710189193642,-0.8718463892363068,-252.09777000000003,-48.77
266,Slytherin,Gena,Mcdaniels,1999-02-12,Left,20184.0,-619.1370880234127,-4.777998330560197,6.191370880234128,-2.977,-380.3497401750723,444.2831477855997,4.216109679064087,1055.8337006023594,11.226360520053287,-0.3239582043354639,-244.86731,-24.54
270,Gryffindor,Jarvis,Mcnutt,1997-09-12,Right,42293.0,531.098888108585,-3.4276910217983634,-5.31098888108585,6.1979999999999995,-465.09550513655034,631.0143822263242,-4.862880655601323,977.0619657903746,5.362986029783387,0.5330201677453619,-249.79968,200.38
279,Gryffindor,Ralph,Bostick,1998-05-14,Left,,640.6720357262668,-4.028032265411556,-6.406720357262667,5.433,-461.7680535540677,647.0015302794637,-4.760202670840381,953.2025372977664,5.594904321606584,-0.08907921461583547,-251.80497999999997,227.98
286,Gryffindor,Kayla,Jameson,1997-05-29,Left,41034.0,651.4999608709228,-4.316909360524635,-6.514999608709228,5.471,-499.0272687677789,607.2816528962687,-5.288429257783419,942.1237204885288,3.14941134996067,0.08213451130893862,-253.00482999999997,223.19
289,Gryffindor,Calvin,Stauffer,1999-03-23,Right,36467.0,630.1191712878914,-6.005137508490438,-6.3011917128789126,4.474,-439.672360059722,558.9078755221758,-3.754066172102528,947.1983325098108,3.5325853044639532,-0.0889275928926895,-254.29191,177.01
290,Gryffindor,Carmen,Fulcher,1997-01-12,Left,49688.0,692.7692364428074,-4.038016149079205,-6.927692364428077,5.593999999999999,-426.21087136076306,595.983416842946,-6.349633410923094,923.0555131338876,-0.03547437520627384,-0.26732918609576056,-254.25575,228.79
294,Gryffindor,Wilburn,Okeefe,2001-05-26,Right,30788.0,742.2772325417573,-5.877094945620217,-7.422772325417572,4.495,-618.5908116446836,560.1524240856609,-2.227251867957805,960.8971875523732,6.762301327841233,,-254.44192999999999,175.93
295,Gryffindor,Alvina,Gragg,2001-03-15,Left,47145.0,419.7173767552309,-6.929163703457602,-4.197173767552308,3.2880000000000003,-826.4681660237908,544.5216736119394,-5.685821010237612,922.9279695811896,0.6975286226368418,-0.4468225808297018,-256.87119,200.32
297,Gryffindor,Lilly,Jackman,1997-02-21,Left,37702.0,447.40985086486563,-5.5867512268673085,-4.474098508648656,4.649,-596.4270446987322,560.8055867665008,-5.753091276620897,939.7940310976476,1.309745063365357,-0.30228034905709106,-253.6374,202.4
300,Gryffindor,Glenda,Madigan,1997-08-02,Right,52510.0,347.75631645228475,-6.337557205127222,-3.477563164522848,4.885,-351.8122573439852,576.4127727578856,-4.066826991730523,951.3182118021408,1.8815763618634969,,-252.32769,142.41
302,Slytherin,Diego,Yee,1999-06-20,Right,59442.0,-510.2794389777504,-4.890462901042412,5.102794389777504,-3.7689999999999997,-484.31039405866824,406.1657425369645,6.5780856052508305,1026.5321427080194,8.0521460671795,-0.4117531410373986,-249.12982999999997,-86.57
305,Gryffindor,Brain,Kellum,2000-07-30,Right,,640.0067615698988,-7.285866245922962,-6.400067615698987,4.378,-279.30710601680875,518.2174417485733,-2.765431168533657,942.123215589615,2.8103070120335896,-0.5295097078618021,-254.59946000000002,148.85
306,Slytherin,Tracie,Sturgeon,2001-03-28,Right,42307.0,-565.3845081585855,-6.315852665332162,5.653845081585858,-6.153,-460.7079700896102,388.21979445044263,5.085800200103637,1063.3738010556376,10.977039739660466,-0.4046384058834692,-250.51835,-83.83
309,Slytherin,Stacey,Crouse,1999-10-28,Right,37273.0,-614.0486161818812,-4.904819241191567,6.140486161818813,-4.718,-505.3700103361954,384.3865040093263,6.114746268856534,1048.862295798725,9.843033939339037,1.0696268021734785,-247.90016,-76.72
312,Slytherin,Joesph,Crider,2000-12-26,Right,47623.0,-536.3390923804719,-7.420798918373919,5.36339092380472,-7.47,-399.8240557629676,377.85172106440393,3.4836177026574844,1080.3091206019358,10.971958178524694,-0.35346593627841066,-253.02997000000002,-94.43
314,Gryffindor,Yolanda,Crenshaw,1999-08-07,Right,46502.0,108.831102524061,-6.608834276839419,-1.08831102524061,4.204,-475.4580049720154,588.712266303403,-5.282672241250159,963.8653693121845,2.6891335602426154,-1.1679975391998163,-251.04179,156.78
315,Gryffindor,Jimmie,Mckeown,1998-04-25,Left,44314.0,820.7533901967956,-5.671740156456174,-8.207533901967956,3.785,-643.2946211666823,572.2814761469613,-5.1191657781301645,912.5344285881056,2.037925902923135,-1.7339686684361362,-258.02308,234.22
317,Slytherin,Deon,Wilhelm,2001-01-27,Left,57603.0,-528.1439208845596,-6.9956861162351025,5.281439208845597,-6.325,-537.0728046886319,356.7167509002228,5.995915487404416,1062.7644941764431,9.875272597080565,-0.20247643379838154,-252.55606,-126.58
318,Slytherin,Pete,Ireland,2000-07-05,Right,55277.0,-443.5863705200736,-1.6535957878496008,4.435863705200736,-3.736,-466.2652387357045,446.1241324503237,2.453738817277208,1030.7123552094083,6.621857850088253,-1.578400940193655,-248.2074,-0.15
321,Slytherin,Albert,Hudgins,1999-05-09,Left,78806.0,-324.2467964979578,-7.47633035366372,3.2424679649795785,-5.4270000000000005,-429.61136494882004,419.97021297210546,5.124208536260741,1044.4142284577374,9.42308223344857,0.934716469428932,-254.51342999999997,-107.35
322,Slytherin,Dick,Lash,1996-11-11,Left,54213.0,-303.2738721065145,-6.332399534684013,3.032738721065145,-3.917,-174.47587413929534,489.25044695337766,6.001034571745317,1010.3057602209024,10.727468666775877,0.04796310600409505,-250.1211,-37.55
323,Gryffindor,Lidia,Redmond,2001-10-27,Right,30151.0,681.5517915909854,-6.351586514314832,-6.815517915909855,5.194,15.366881103144348,593.5300792410737,-0.6715449650385157,975.7222725229083,7.846578438217907,-1.1663424935318245,-250.86038,126.4
327,Slytherin,Susan,Keenan,1999-07-17,Left,72439.0,-439.5738713100032,-3.763881502098632,4.395738713100032,-3.952,-454.6955396526764,428.6117494783657,5.893858367800367,1008.2958712456059,6.488918454968388,0.7152611260757308,-250.06907,-64.17
328,Gryffindor,Dottie,Bui,2000-10-02,Left,57434.0,480.3791190594107,-5.212369478782196,-4.803791190594106,,-245.93824049379955,636.5837145310724,-2.6313970419822605,986.349834708838,7.164328036768563,0.3716150276213169,-250.9352,136.15
330,Slytherin,Addie,Almanza,2001-08-14,Left,26460.0,-664.2350679099452,-4.243310594668147,6.6423506790994535,-3.667,-460.9448376392023,391.71578104296464,3.727776491369281,1067.5110189579193,9.266250572087943,0.8930229917012467,-245.95789,-52.72
336,Slytherin,Mohamed,Bechtel,2000-11-22,Left,85107.0,-253.68572231472268,-5.600621507762419,2.536857223147228,-6.564,-101.06778778292637,490.51993745766,2.06396441924192,1013.0002087831053,7.231471450113919,0.036903757549496416,-255.02774,-25.68
338,Gryffindor,Cathrine,Robey,1998-07-17,Right,19066.0,638.7985824784482,-4.180734253509606,-6.387985824784483,7.63,-118.66855381990266,636.7778993933222,-2.6035196365876208,972.0783713647197,7.213115811304668,-1.6788870089825072,-247.10985,191.41
340,Slytherin,Essie,Rudd,2000-10-31,Left,28071.0,-691.5486866581787,-2.0727898449107642,6.915486866581787,-1.614,-744.5924509003801,380.7788132118395,6.690096964797784,1045.2025846826357,8.570107495882924,-1.179742691077833,-243.07235,-56.81
341,Slytherin,Garry,Sonnier,1997-08-23,Right,47990.0,-510.18564907649767,-6.913139254495566,5.101856490764977,,-372.3645826919055,420.1663596203183,5.867127956509807,1045.4568702981132,11.023965853095193,-0.06703185900365206,-250.34131000000002,-81.89
344,Slytherin,Lynwood,Maple,2000-05-23,Left,82130.0,-402.10608553199575,-6.614747374329476,4.021060855319957,-3.486,-613.5016308636312,393.6624107882125,7.711014936732589,1030.122492665803,8.115482791762231,-0.948363856823849,-252.16677,-138.43
346,Slytherin,Gayla,Baker,2000-04-20,Left,,-437.71236889717596,-2.9830395348152132,4.37712368897176,-3.5060000000000002,-586.8083467112422,430.2670560612754,4.309288487422276,1043.7358616885235,9.247621593122606,0.03433007754118226,-248.0484,-27.03
350,Gryffindor,Socorro,Shrader,1998-07-26,Right,42630.0,283.7866068397185,-6.8130344570994925,-2.8378660683971852,4.3580000000000005,-422.53496929094575,576.2858997119117,-3.518111483882051,967.8860253264328,4.330139993545118,0.0045327550896835005,-251.63443999999998,139.18
352,Gryffindor,Ines,Bess,1999-05-23,Left,39603.0,507.64321323507073,-4.284523849094794,-5.076432132350707,5.254,-562.5140156977353,610.9198813895089,-5.025782253755974,965.4106914718976,4.809941653792787,-0.2650824694340689,-251.48852999999997,206.45
353,Gryffindor,Keven,Gore,1998-10-11,Right,49462.0,389.72937714388917,-4.1147017613078365,-3.8972937714388918,4.746,-751.1361604475928,621.2612330860243,-6.34973300994116,964.0600757542617,3.962343724096239,0.5328063972806351,-252.15568,219.68
355,Gryffindor,Jefferson,Ham,2000-04-07,Right,29622.0,457.055910172768,-4.323345230473416,-4.57055910172768,6.563,-689.596105655867,596.1575494575895,-5.613959843687323,945.529967217945,2.759325820362084,-0.6709955346526018,-250.57557000000003,229.57
356,Slytherin,Zenaida,Schramm,2001-07-14,Left,77425.0,-381.8708983922251,-9.563072321784126,3.818708983922252,-6.629,-300.29484868720317,416.89342817368515,5.2697460267505845,1051.3372834349227,10.506074648954273,0.3157484080923054,-255.73682000000002,-130.32
359,Gryffindor,Newton,Bush,2001-06-03,Right,28504.0,704.2010832469438,-5.956751404975267,,4.6339999999999995,-499.8189438409024,552.6515187224387,-4.785772194121387,924.9694562297392,2.048558857179051,1.1951443623939322,-255.28156,215.95
364,Slytherin,Ben,Winstead,1997-03-07,Left,23779.0,-594.5577037927266,-4.17109495010504,5.945577037927268,-2.642,-633.2650914758867,410.0580287844673,6.121500343337202,1058.0423610469054,11.55238847063192,-0.07737741826656422,-245.01928999999998,-50.01
366,Slytherin,Cornell,Anthony,1998-10-26,Right,40097.0,-554.0335576517107,,5.540335576517107,-6.254,-356.24232082562514,408.25224069222776,2.009160776341677,1067.3062284290327,9.376646780143844,-0.6540492575299354,-250.09808999999998,-37.38
368,Slytherin,Adele,Lapointe,2000-08-17,Right,44400.0,-567.2332904667709,-3.062837499092676,5.672332904667709,,-681.5301087574804,407.44679214456255,6.160693342943505,1039.8841528095197,8.767638278384316,0.7896280684643637,-245.9183,-58.0
378,Slytherin,Logan,Harlow,1997-06-06,Right,60525.0,-390.87628168494336,-7.134159655543088,3.9087628168494337,-5.1320000000000014,-538.9151717580609,401.35892557670036,6.838286971867928,1049.3998445014922,11.23519020456356,0.5058086022949114,-252.32607000000002,-108.5
381,Gryffindor,Amelia,Daniels,1999-08-10,Left,50252.0,450.76810803716853,-4.984502791062876,-4.507681080371684,4.276,-814.2161857902672,610.2799707923567,,951.4782451701607,4.141884252852021,-1.3877007515035076,-253.84047,216.17
382,Slytherin,Cesar,Hogg,2000-05-16,Left,31818.0,-693.2228212275436,-4.304245472726978,6.9322282122754375,-2.9,-492.22639438793226,401.2535323514392,6.257238127570568,1041.013677616133,9.117922569396685,,-244.9726,-66.31
384,Gryffindor,Rachael,Coyle,2000-10-14,Right,56746.0,842.5382284675729,-4.049053712215319,-8.425382284675731,3.92,-772.0903291350884,626.9812130921575,-4.954942647289737,940.6669430782007,5.3114637966794245,-1.2439918999311594,-256.79912,240.85
391,Slytherin,Scotty,Francis,1999-10-19,Right,73346.0,-439.95931287766365,-3.970991204053661,4.399593128776637,-4.065,-573.7053625725603,398.5531849342448,5.051157015530851,1033.0084881149298,6.5356684704835235,0.009789912356452029,-250.90717999999998,-83.18
396,Gryffindor,Vickie,Goldstein,2000-10-21,Left,50332.0,738.6147903861419,-5.8126342008269845,-7.386147903861419,2.949,-761.9776127657018,601.028420609672,-5.204115373285797,916.7977635889624,3.609409658842453,0.6489782092768511,-258.2564,243.22
397,Slytherin,Penny,Allan,1999-07-28,Left,59836.0,-460.11867772881067,-6.127944835001516,4.601186777288107,-6.0429999999999975,-539.3570576414652,379.6486936206517,4.6437010523123865,1063.8575637107679,9.656303667186613,-2.143967010718875,-252.63282,-98.25
399,Gryffindor,Fritz,Penny,2000-01-25,Right,67603.0,634.5014997987944,-6.855740092612716,-6.345014997987944,3.2110000000000003,-108.57469456382529,617.5538107608605,-1.740120578093153,955.817690516378,5.799411588534659,-1.322509568722053,-255.11472,121.4
402,Slytherin,Lincoln,Crowder,2001-09-06,Left,48793.0,-597.0759695877956,-4.779485887847998,5.970759695877956,-4.624,-429.00569574917824,396.237252407457,4.899247190410292,1043.5331797086824,8.131861897063853,0.16196730322244582,-248.71076000000002,-73.72
406,Slytherin,Minh,Fisher,1997-06-11,Right,36194.0,-468.5463139213172,-5.700883026969018,4.685463139213171,,-524.1762463841733,426.9647244818817,5.930672073316178,1055.6481642784602,11.770985662687066,-0.08026964885491739,-247.46986,-64.09
408,Slytherin,Theron,Donley,1999-07-17,Left,24323.0,-646.1293234850025,-3.7173262839230734,6.461293234850025,-2.9560000000000004,-579.4863393990122,397.5110469338152,9.028882200367967,1024.0817809710102,10.703095304974882,0.6965171367032202,-244.20296000000002,-63.12
409,Gryffindor,Harry,Potter,1998-09-21,Left,48680.0,553.2228659619128,-6.650035409294263,-5.532228659619129,3.665,-523.6174937574626,604.494339305627,-4.002050289055127,929.1193411592484,3.962242440369355,-2.1623465846117402,-255.33072,197.44
410,Slytherin,Angelique,Lim,1997-09-22,Left,30061.0,-697.2182100649942,-3.8479971524283823,6.972182100649942,-3.0639999999999996,-640.5626640943366,378.0686321452762,6.334332797069872,1054.1887901778632,9.514123210982662,-0.7409402923347052,-245.11373999999998,-73.69
411,Gryffindor,Tessie,Talbot,2000-06-20,Right,64844.0,239.5845457683503,-4.188551242485802,-2.3958454576835027,,-653.0720304670358,618.7440461453785,-6.161052791802242,969.9783752830867,2.2258358701536802,-0.5055707342029225,-250.99011000000002,176.49
412,Gryffindor,Jeremy,Littlefield,1998-03-08,Left,48330.0,509.98015801708885,-7.440085182148013,-5.0998015801708885,3.52,-546.6848427925959,567.1092438808364,-3.0905618131566888,935.3347223059344,3.644899504448004,-0.24342529714776115,-255.70318999999998,161.23
416,Slytherin,Cortez,Crider,1997-07-21,Left,56810.0,-378.210633689953,-5.145374066186927,3.78210633689953,-7.308,-400.8647165059008,423.79262755695197,1.9670423966550483,1062.4316879756693,9.984563818884844,-0.3718013547832063,-253.53384,-35.96
418,Slytherin,Della,Baer,1999-04-24,Left,32280.0,-667.5441353029386,-1.1837491527493371,6.6754413530293855,-3.147,-553.8140153531541,385.4361324862615,3.3663798564614016,1048.8300307573634,6.408761142517685,0.9315323825321844,-244.73841000000002,-25.12
421,Slytherin,Meagan,Benavides,2001-03-03,Left,64406.0,-492.3514477569863,-4.707537224497007,4.923514477569864,-5.5070000000000014,-687.9573971725308,,4.385760568159895,1065.2377565929696,8.34497522347933,0.5295007574169628,-251.95496,-96.78
424,Slytherin,Lou,Schulze,1999-12-11,Right,51161.0,-538.1378775672947,-7.876451977425008,5.381378775672947,-5.316,-554.7836000027626,360.4265736215538,7.336104015348574,,11.235215267741056,0.454140605144281,-251.35738999999998,-140.63
425,Gryffindor,Delilah,Cade,2001-03-18,Left,21274.0,786.9513828347423,-4.93204934030035,-7.869513828347423,6.5329999999999995,-226.24299918946255,564.6225020399143,-3.3963162589976466,941.5808131771378,3.2111026319264666,-0.07707338039319002,-251.85291,194.36
430,Gryffindor,Fran,Low,2001-07-19,Right,39620.0,91.14672493805624,-7.3203547339225326,-0.9114672493805624,5.565,45.6434928294545,592.5766320388549,-3.1474488903863813,966.2681350316733,2.8054199187129156,0.2531232824681196,-247.79105,107.0
433,Gryffindor,Otis,Billingsley,1998-05-10,Left,54014.0,514.4699305941638,-4.914986828305056,-5.1446993059416375,4.479,,628.2401323869243,-6.059571517599079,932.3930323233948,2.462837455600332,0.9047969054452076,-254.05671,227.95
438,Slytherin,Will,Chau,1998-10-25,Left,37007.0,-419.87890478384736,-4.672220154574621,4.198789047838474,-6.051,-258.95554357582597,444.9568746558168,3.1336000274658966,1046.3159124366416,10.684186361838382,-0.37092765221843305,-250.03644,-11.4
443,Gryffindor,Aldo,Strain,2000-09-03,Left,45150.0,490.22300276881623,,,4.812,-722.078242249265,552.9393513851658,-4.1950895511404624,958.0280008357516,3.1662600952964026,-0.3683166347331874,-253.88362999999998,167.75
447,Gryffindor,Isabel,Day,1999-02-11,Left,54654.0,621.8990839137042,-3.4730187614651484,-6.218990839137041,5.407,-509.8138976383409,637.6826449881041,-5.047480549902853,963.767015525071,4.757360053916623,-1.1317687492740904,-252.19928,207.54
449,Gryffindor,Tad,Book,1999-01-23,Left,64291.0,417.78774404433074,-5.610499111281979,-4.177877440443306,4.042,-529.2622209714003,594.3636927397704,-5.396257969664687,942.5914048609725,1.4078445433917608,-0.634336892730045,-254.57294,175.15
452,Slytherin,Jesse,Delgado,2001-03-10,Left,33334.0,-561.4634459942157,-3.173106852211011,5.614634459942157,-4.658,-561.7759880138938,397.54290877491064,4.0382369799919555,1058.5231692744699,9.623905392056773,0.1319442607446724,-247.51612000000003,-34.54
454,Slytherin,Henry,Wheaton,2000-09-28,Right,54603.0,-460.3411442290457,-2.796739824191873,4.603411442290458,-5.377999999999999,-492.0870775713778,409.8330039291363,,1035.7031474855837,7.737862470125205,0.9604087713302379,-249.94692999999998,-34.71
455,Slytherin,Wendy,Norris,2001-02-14,Left,14156.0,-654.220529113255,-5.305059563490682,6.54220529113255,-5.438,-781.4921068864714,326.63658884603484,7.259016111299865,1089.5670035017379,13.415253746947446,-1.0920337100962412,-247.43459,-99.17
456,Slytherin,Valeria,Goode,2000-06-25,Left,43320.0,,5.10497431585283,7.135817918235342,3.8089999999999997,455.50178304034034,602.5491393909707,6.489467654942421,1046.3270900426212,,,-229.18962000000002,-8.64
459,Gryffindor,Kyle,Page,1998-03-06,Right,40074.0,600.4732942864539,-5.869778897635538,-6.00473294286454,4.132,-658.6911150662166,572.7279176483212,-5.203977462263577,929.558008547847,2.4807558424003866,-2.3604195403774924,-255.57869,217.21
461,Gryffindor,Benjamin,Mcfarlane,2000-10-02,Left,53021.0,640.2052369010089,-5.677365110736727,-6.402052369010089,3.688,-484.8564202753364,601.0621258458191,-5.4250395378381535,922.0285469562243,1.9914290776244803,-0.5004472106286684,-256.25905,217.11
465,Gryffindor,Kisha,Cagle,1999-04-05,Left,67745.0,494.8341411728032,-4.991925108704158,-4.948341411728032,2.565,-848.9967296016632,611.0161622649158,-8.431116672589212,910.7900881234527,-0.3680215448133168,0.31129185871549875,-258.32358999999997,260.78
466,Gryffindor,Marlys,Shepherd,1998-05-30,Right,35333.0,593.7528479650521,-3.570549422972838,-5.9375284796505206,6.015,-841.0782955506917,587.5668387733423,-6.826929878408471,940.37154338606,1.8527564806336847,0.26568649252359666,-252.9919,254.65
468,Slytherin,Erin,Fenton,1997-09-28,Left,77951.0,-394.65757250422286,,3.9465757250422286,-4.641,-420.8565340032776,418.6780776995717,4.309579944972662,1034.3325362219716,7.034674875369286,-0.4217767104469491,-252.53072000000003,-86.44
469,Gryffindor,Edmund,Moseley,1998-09-14,Left,45424.0,659.41027600119,-6.050627244244393,-6.594102760011902,4.007,-703.2239535554088,557.6415340028766,-4.523832704397145,929.1686627125816,2.400343765727809,0.05274674447399085,-256.66294,200.54
471,Gryffindor,Wilton,Magana,1998-11-27,Left,65467.0,239.1882792648753,-6.180161180423785,-2.3918827926487527,4.092,-499.1213697139947,632.9842851592583,-4.500631241462612,958.0481088556404,3.9634512037425313,0.14677817695887302,-252.27461,159.24
478,Gryffindor,Sabina,Hare,1999-08-30,Right,54085.0,278.4625454456463,-6.279349907173388,-2.784625454456463,5.109,-296.83400728651964,563.656878963847,-5.136535223203857,945.2472353798128,-0.42758218686371796,-0.2938234470217553,-252.16262000000003,142.1
482,Gryffindor,Bradly,Mcmillen,2001-03-25,Left,74248.0,376.62242719900917,-5.724800386172682,-3.766224271990093,3.7460000000000004,-599.1357198007572,594.4549300475793,-5.317366426966962,947.998128828341,1.3950288430953932,0.570668639788672,-255.1393,159.53
483,Slytherin,Huey,Sparks,2000-01-23,Right,62952.0,-278.6530278835336,-6.987188901520021,2.786530278835336,-5.535,-433.78643773698235,429.31775035978256,4.883241587783546,1053.3142353232615,11.33166544398382,0.5812966134234168,-253.58955,-78.83
487,Gryffindor,Addie,Pedroza,1999-04-06,Right,32033.0,956.484438446477,-4.236670757995288,-9.56484438446477,5.8629999999999995,-336.06409508088365,604.311144910978,-3.41744271635696,937.8780273310383,5.009049317508829,0.4587520730125216,-253.73334,222.84
490,Gryffindor,Winfred,Love,1997-03-15,Left,48179.0,417.7583135303708,-5.598796325331231,-4.177583135303708,4.132,-586.5082277606158,599.2148614291089,-4.863483993753416,956.9504710464732,4.055751835560193,2.378512002574188,-253.21898,186.97
492,Slytherin,Tiffany,Kirby,1996-12-31,Left,28677.0,-625.3762995891627,-7.675415468311247,6.253762995891628,-5.081,-589.2688499170058,357.86332492572166,8.701888389341157,1066.4575679567508,13.350553944808032,,-248.66349,-128.26
493,Slytherin,Gregorio,Rouse,1998-03-01,Right,61754.0,-623.0867664098329,-1.8909176047754888,6.230867664098329,-5.428,-730.9090622296925,,4.2553015532395335,1048.7071420978862,5.306514820739412,-1.759483168553742,-249.70725,-77.86
496,Slytherin,Robin,Townes,2001-08-04,Left,48087.0,-735.8449150574124,-2.9960155785070395,7.358449150574124,-4.083,-674.4752582872128,345.6513310742178,4.6846992717788085,1057.5686391078948,6.261589497065367,0.954683989352071,-247.13855,-89.38
497,Gryffindor,Nathan,Matson,2000-08-23,Right,53608.0,634.0310860642328,-7.8785903577049865,-6.340310860642327,0.429,-754.1351504976135,578.9511769193037,-4.990509977513769,915.1098510635668,4.004298174809904,-0.7889268657090129,-261.04892,220.3
500,Gryffindor,Maryanne,Nix,1999-08-20,Left,47606.0,538.2348569303581,-6.680623970536969,-5.382348569303581,3.391,-550.9617794979654,556.1412936333761,-4.2972599564694045,939.5527837113817,2.6009954137067606,-0.03813169302730752,-256.04592,173.15
505,Gryffindor,Aaron,Limon,1997-05-10,Right,40361.0,430.4653336829864,-5.319455594253428,-4.304653336829864,4.649,-580.901104245521,576.8751592778235,-5.548898867200018,951.8990716555015,2.51655030491698,-0.07429015678979348,-252.93887,196.61
506,Slytherin,Amos,Toth,1997-10-24,Right,38175.0,-565.5161387127905,-3.9838785738223024,5.6551613871279045,,-750.1280366250177,381.29121766529886,5.395228818965578,1068.5513329175024,10.606231378531717,0.966333320364866,-247.74576000000002,-68.57
512,Gryffindor,Terri,Ibarra,2001-09-23,Left,31388.0,474.4380242756166,-6.081471612679709,-4.744380242756166,4.604,-796.782177359236,545.5686301987799,-5.157937240503001,937.3092091255827,2.2150095256258444,0.4199201704208624,-254.37107000000003,207.65
515,Gryffindor,Derrick,Martins,1997-10-14,Left,22317.0,-259.34752075465457,5.946966165131987,2.5934752075465464,5.886,268.74202347635253,583.2199463012495,4.4158100881738696,1064.6430889799828,9.365671326561092,0.6229486293767446,-230.7606,44.48
517,Gryffindor,Tabatha,Flanagan,1998-11-05,Left,67622.0,586.0945563493209,-2.5966959008004267,-5.860945563493209,4.838,-767.8808347142361,652.1476705034981,-6.767152068492839,962.9371404905777,3.9612891978321714,-0.6459581455691756,-253.57317,234.36
519,Gryffindor,Wes,Ness,1998-07-17,Right,64783.0,489.48301398318847,-5.209282003710127,-4.8948301398318845,5.138999999999999,-403.53555547958473,,-5.093051389740898,942.310699987871,-0.27453757202921736,-0.4458725454904866,-254.03352,154.24
521,Gryffindor,Tuan,Tirado,2000-10-14,Right,35477.0,383.53401853777603,-6.155875704565423,-3.83534018537776,4.949,-495.6027145217786,554.5658957950559,-5.051459637802767,943.5582569808772,1.3926716949851583,-0.7564008599069637,-252.63339,179.7
522,Slytherin,Freddy,Fredrickson,1999-02-24,Right,42390.0,-704.3539538636386,-4.236539957075953,7.043539538636386,-2.053,-784.8337081131209,343.94400609756514,7.2089322031939185,1059.6013558217821,8.195699467160253,-0.38500407562146577,-245.62577000000002,-119.79
523,Gryffindor,Laverne,Baughman,1999-08-01,Left,47573.0,504.6357641653439,-2.7246921388625043,-5.046357641653438,7.144,-422.9537269380944,629.9080606526823,-6.6214466870387625,952.4676245435388,1.3166269758311857,0.14777783122544375,-249.66992000000002,223.39
524,Slytherin,Boyd,Diamond,1998-10-18,Left,47292.0,-579.9387797057798,-7.0952478751708306,5.799387797057798,-2.458,-414.7119064851424,415.20839915764526,7.299963582207259,1039.5431871632306,9.992427000272084,-1.0680379707206284,-247.42837000000003,-109.28
526,Gryffindor,Quinn,Blackwood,1997-02-05,Right,59486.0,474.6363366941703,-6.427009833572428,-4.746363366941703,3.7889999999999997,-169.09161432969998,610.6254957091297,-3.864115237508349,948.2378788745604,3.2946954431348647,1.2654724648536018,-253.74228,150.91
527,Gryffindor,Richard,Pappas,2001-11-04,Right,31765.0,411.043314295632,-6.802548265388247,-4.11043314295632,4.613,-427.5692262733616,575.7238710312366,-2.3054106019382976,972.4572657103907,6.479295070294842,-0.3662349553697081,-251.38382000000001,143.56
528,Gryffindor,Beverley,Gruber,1997-04-30,Right,34277.0,617.7868242687191,-5.249943170689676,-6.177868242687192,5.2170000000000005,-303.4492055812147,607.3685938539325,-3.40003914990259,960.9292649759476,5.7617659395467005,-2.305151697121908,-251.65606,184.73
529,Gryffindor,Carmen,Lawrence,1997-11-07,Right,52406.0,536.6549521531068,-5.920311591514982,-5.366549521531068,3.826,-668.9386590251871,,-5.33897713653141,928.2061754504792,1.6840160435511784,-0.5615074470494672,-256.04111,203.84
532,Gryffindor,Blair,Pennell,1998-09-18,Left,49034.0,288.7031138632525,-4.0591824806935,-2.8870311386325254,4.875,-795.8626547567203,651.5534744705825,-7.051686416062613,956.6469463602314,4.02827925771678,0.09650819523011127,-251.21742999999998,244.22
536,Gryffindor,Twyla,Hopper,1999-02-07,Left,37823.0,389.8878120780633,-5.758541665880923,-3.898878120780633,5.425,-448.62466296434616,581.3451136616344,-3.7586569862714176,964.0156342100817,4.05445044922508,-0.007462464537629044,-250.90707999999998,161.21
538,Slytherin,Anderson,Serrano,1997-11-18,Left,45700.0,-510.2895422390159,-2.8282045863505125,5.10289542239016,-4.376,-694.6948000371742,387.9448517648036,5.594081449257397,1046.0961616157758,9.092005255047424,-0.06563399330797211,-248.32777000000002,-52.98
540,Slytherin,Burt,Herr,2001-05-13,Right,9093.0,-715.1654956536532,-6.275341691272395,7.151654956536532,-4.34,-564.5490378741025,365.1516475576977,6.648101644246818,1081.1032906948344,13.240557398545098,-0.4771070016099024,-245.68736,-87.37
541,Gryffindor,Cheryl,Perez,2001-03-02,Left,87601.0,256.25235899508596,-5.88106165185962,-2.5625235899508594,3.2310000000000003,-588.8892676420343,617.6821326104607,-5.545642122496378,949.910264624384,1.3156140197509445,-3.313675764124477,-255.08945,149.0
546,Gryffindor,Johnnie,Brownlee,2000-11-25,Right,,460.98212262184717,-4.4588884908305495,-4.609821226218472,4.96,,616.9576070532219,-5.824106947906826,948.9212003394368,1.5963083319372613,0.6486755533475765,-253.0356,188.01
547,Slytherin,Trenton,Lowry,2001-08-18,Left,29330.0,-645.3053197765785,-3.4460370568615004,6.453053197765787,-6.308,-562.7865493293153,372.74175332647934,1.5512884667079816,1088.474662613355,9.547376100331906,-0.7353720207753102,-248.75429,-34.44
